isim,Spotify_ID,Followers,Popularity,Spotify_Tur,EveryNoise_Tur
Erdinç Şenyaylar,0thmtYuAMzuqQlPgShS32R,1995,21,"arabesk, sufi",turkish instrumental
Alpay Ünyaylar,5bYPLXQuiZnPBO1RyGDSxo,1695,23,,turkish instrumental
Kirpi Bülent,6zaAC5TvQYjF6R6V2H9zhR,1680,17,oyun havasi,turkish instrumental
Yekta Hakan Polat,43i6TcultJIAe5S7nDMARz,1630,19,sufi,turkish instrumental
Hilal Çalıkoğlu,7bf9ssVWR53gYcoxaREgRE,1584,22,,turkish instrumental
Ayhan Günyıl,0lcqG5BufueazStTc3Gz4R,1548,21,,turkish instrumental
Mine Mucur,6bgnsKpqYzLhQaZlXYdHCs,1533,24,,turkish instrumental
Mehmet F. Nalıncı,4H56UqY5kHdPiT0rihY0Uk,1515,26,tango,turkish instrumental
Ali Osman Erbaşı,5wFMBE4SkSBqncjuudYqFt,1317,12,"arabesk, karadeniz folk",turkish instrumental
Sercan Halili,4eHE7e8BbnUMXksE2P4Uuy,1270,21,,turkish instrumental
Mehmet Övek,6OYQcdbqUp5T3EUBKwXQ3J,1245,9,arabesk,turkish instrumental
Göksun Çavdar,2AgPHPrlgVYEf8d82HY72U,1037,8,,turkish instrumental
Mehmet Yesilcay,7MhUQyHYZxfIcHTVmAttp5,687,,,turkish instrumental
Naci Göçmen,3niwUdvqjW6qQeMYKWmf3A,568,8,,turkish instrumental
Sait Büyükçınar,0bQPW0AKgqSmoJIyi9LiE6,544,12,tango,turkish instrumental
Ethem Adnan Ergil,5mm0ahWCm6YhgEE9gGAUwm,535,10,,turkish instrumental
Klarnethem,7ck7RBqGNdon4mOonCAxFq,525,,,turkish instrumental
F. Murat Yerinli,1r2FCDvDEZJQbFDW0Jec2D,460,15,,turkish instrumental
Barış Balcı,2inA3opA4pT4gWIffpsaPB,357,14,,turkish instrumental
Barbaros Erköse Ensemble,1EeFCz1APYnuoSDSXbRHET,324,1,,turkish instrumental
Ahmet Özgül,0iVYmzLgBo295bM5ljlZn7,319,11,,turkish instrumental
Ayhan Orhuntaş,7MYLFQFachpcIzQMjA72Ri,132,0,,turkish instrumental
Erkan Oğur,7HIccJjwPhWkLVKu0gGJgB,241191,41,"arabesk, karadeniz folk",turkish jazz
Birsen Tezer,3i5LEBNq1A00tgvcmB97vV,221792,46,turkish pop,turkish jazz
Gaye Su Akyol,0VsS7WKuNEsKGNIWuiwSyZ,198246,44,anatolian rock,turkish jazz
İlhan İrem,52ZUYpWgLZaJJDEum4P2KH,195214,44,"anatolian rock, arabesk, turkish pop",turkish jazz
Zuhal Olcay,6XTIDpYqIA3fUeQM8zA4Ix,186144,37,turkish pop,turkish jazz
Hüsnü Arkan,0Z0wQc5Y1kqVxgMgSXifZe,183658,43,turkish pop,turkish jazz
Mehmet Güreli,6dsovaQel9LvTdY8wpWCoO,150974,42,anatolian rock,turkish jazz
Incesaz,78WaEUeSjw3KIq1YVb4ROk,132656,40,arabesk,turkish jazz
Tanju Okan,4cuKvPTMHl5NwNjdukeWYb,121264,41,"anatolian rock, arabesk, turkish pop",turkish jazz
Baba Zula,39zIRxvWFOGGH4hxGqRkLy,93591,32,anatolian rock,turkish jazz
Evrencan Gündüz,6rxgxAlUPT4sDElRZeVec6,89170,38,turkish pop,turkish jazz
Fasıl-ı Jazz,1ItbHlpwroC3poTOv3p76M,61744,47,"anatolian rock, oyun havasi, turkish pop",turkish jazz
Gevende,2yN5eYpsyyo2FYNCUS0ndf,51567,24,,turkish jazz
Hüsnü Senlendirici,3rb0KaOJL3sOZ2MChHR6xF,49779,34,"arabesk, oyun havasi",turkish jazz
Tülay German,0ieiygH07boIlZyMtupW4Q,46662,27,anatolian rock,turkish jazz
Vedat Sakman,6dyj8hW2rSZ30SHlj2KHrT,38832,25,turkish pop,turkish jazz
Dilek Türkan,5zcfMCanOQAx92n9sICtNJ,37059,37,tango,turkish jazz
Ayyuka,0wVMkLE2htJSq6K3AYMuig,34766,22,anatolian rock,turkish jazz
Doğan Canku,7lAMAZizRgc9vwXHQOULe4,33918,32,"anatolian rock, turkish pop",turkish jazz
Sema Moritz,5X7IM4oqPtd9PPnR62zz6t,30417,33,"anatolian rock, arabesk",turkish jazz
Brenna MacCrimmon,0zlAVWtDZKoSfDQprOg07y,29799,32,oyun havasi,turkish jazz
Ilhan Ersahin,5aweKNLI0ZyI48q5TmoCxT,28520,40,organic house,turkish jazz
Minor Empire,0zO2Xuo7PZ47P46q2Gu3s7,26840,20,"anatolian rock, karadeniz folk",turkish jazz
Aziza Mustafa Zadeh,2TvWRRw5EFTbGryv1IbFM0,25393,21,jazz,turkish jazz
Elif Çağlar,4329Rqrv9R9wc832cqQCVv,24083,19,,turkish jazz
Jülide Özçelik,6pGwxFTe6ONT92Rb7v5wx2,23820,27,,turkish jazz
Seyyan Hanim,5znAcGmK7B5s64oSubVBKq,22870,23,"anatolian rock, tango",turkish jazz
Laço Tayfa,0vqpjQw309uTX5cyt2IcxC,16788,23,oyun havasi,turkish jazz
Kerem Görsev,53jlkJSuETF24W7B0NCFhc,16205,17,jazz,turkish jazz
Selva Erdener,1IKW9Yfrlm7ADQrPx4mqkQ,11654,21,,turkish jazz
Kırıka,1PmTj2FlyAnqf48jAdZ3qg,10520,9,,turkish jazz
Gürol Ağırbaş,2T7lkDy5jyZkmDyqCqcT2o,10392,26,,turkish jazz
Selim Sesler,1H4RsM1SDZVGLVli80d3sd,10367,17,oyun havasi,turkish jazz
Ozan Musluoğlu,7lZ9lK65nq3qXjWXGUY2S5,9422,12,,turkish jazz
Luxus,7xsTht1gLeohYXWeyeFfQh,9286,20,anatolian rock,turkish jazz
Burhan Öçal,4wOEkf10AAMKx0yCGEEnxm,9195,18,oyun havasi,turkish jazz
Yavuz Akyazıcı,6j4NrXhIPC0abk489mzlJc,8717,29,,turkish jazz
Ayhan Sicimoğlu,6hy0av4iyLkMHQZjoBFmLP,8412,21,"electro swing, swing music",turkish jazz
Kolektif İstanbul,0AceT0H89PaFKXhOKbblKM,8392,21,oyun havasi,turkish jazz
Muammer Ketencoğlu,2JMABH5A1OWebAVKHzGenc,8110,19,,turkish jazz
Anjelika Akbar,66dWVSMMxO583sQIhV6t4K,7965,20,,turkish jazz
Orient Expressions,43DjO6KKFSAiEZsuTl7IT6,7502,17,,turkish jazz
Alp Ersönmez,2vnmgf7oe9T4gO2FACMrLH,7392,26,,turkish jazz
Guvenc Dagustun,2s71N4gp7Ybok1jP2TV6fr,7146,20,,turkish jazz
Emin İgüs,4cJ92WPs0LBhF2hjw5mkFG,6924,11,karadeniz folk,turkish jazz
Fatima Spar Und Die Freedom Fries,6N2ChCdYs8dbKrryUJFTAO,5706,13,swing music,turkish jazz
Tuluyhan Uğurlu,0TEPcOMhR5m9UZgmc5TXrt,5576,17,,turkish jazz
Deniz Taşar,2Z7riPm17MlJxHaIFnQwP6,5494,14,smooth jazz,turkish jazz
Yasak Helva,5Ku0LlBlvSAliBxZvPUJWw,4740,14,anatolian rock,turkish jazz
Trio Aksak,0zTJYrVTWknRA6ieKniOsG,4709,17,anatolian rock,turkish jazz
Sinan Cem Eroglu,5bAM9ltcPO19tC7yCLH4vr,4647,19,,turkish jazz
Çiğdem Aslan,2ep0fjJI73ZrRbJ5x5eaNV,4561,,,turkish jazz
Salih Korkut Peker,0U06Mx18YYHYbjcrxvez2b,4199,17,,turkish jazz
Genco Arı,58PCTeH2HDJNLkLwAwEeMu,4074,16,,turkish jazz
Mozaik,3wlsG664CvPGQj1C6kN7et,3399,6,"anatolian rock, art pop, art rock, progressive rock",turkish jazz
Sevinç Tevs,6tsSJfi5nLW8qt7m2sSEGF,3213,9,anatolian rock,turkish jazz
Cenk Erdoğan Trio,5eqEQzIkIicXZ4ExJipYKU,2400,2,,turkish jazz
Hediye Güven,5EyyG3doy1bmMXOqRXerai,1896,13,indie jazz,turkish jazz
Ayşe Tütüncü,6a0HZdbm6DuHSVPNEUxUf1,1673,6,free jazz,turkish jazz
Turgut Alp Bekoğlu,6HgC52zrEuMhWkWdEmqTso,1586,25,,turkish jazz
Nükhet Ruacan,36mjJp1aQ6cIBJQZA6p6wU,1437,5,anatolian rock,turkish jazz
Can Çankaya,1EmJ3hl2cNp635fIBKkZuc,1022,9,,turkish jazz
İstanbul Blues Kumpanyası,4fjbG5H1T3vTEoo50PB985,750,1,anatolian rock,turkish jazz
Kirika,2YRAQL5QR3pDuJMdLrtcdN,719,,,turkish jazz
Volkan Hürsever,75ZSIqj8G14KDYC8aQaGHU,586,17,free jazz,turkish jazz
Defne Şahin,2PP0v9hCxnmLASC79DJ9CK,477,0,vocal jazz,turkish jazz
Akatay Project,1WUV3GRi95kWEpRWGwfquD,462,1,native american music,turkish jazz
Kolektif,73ndCwlpfZn6oxTIm54GS7,325,1,,turkish jazz
Cazyapjazz,29nErF02IhE6nnjTD0E99U,214,0,,turkish jazz
Tamer Temel Quartet,0CfhzudfoI6OzVqFLtKLZv,159,0,,turkish jazz
Engin Gürkey,6WzP56Szn1cIP72aNbyqNr,157,0,,turkish jazz
Aygen Bilge,7nTM6CZ7Q8A4MEDVi6baLY,68,1,anatolian rock,turkish jazz
Atmosfer,1NGcbba7ulMmDCmi9RBrSz,52,0,,turkish jazz
Cem Köksal,5gPlGG8ELZDi5PSMObNQxY,40122,33,anatolian rock,turkish metal
Murder King,1ptBI7xKk38agbcEThoubT,30563,27,anatolian rock,turkish metal
Pickpocket,1F6ABYTEvvF6GiMiEu6OL2,23556,30,anatolian rock,turkish metal
Dr. Skull,5Q3rwfTFs77PxIEXOJVMIt,20865,15,anatolian rock,turkish metal
The Madcap,7J5ZIZ1zSAjC2tky6bTysX,13367,11,,turkish metal
Yaşru,60H3Hkf1iBrGTKvjCnTXqY,13360,20,"anatolian rock, folk metal",turkish metal
Kaptan Kadavra,0iLRC287PtmOxbaLAiMbLU,10658,24,,turkish metal
Pitch Black Process,3L90fW1E5CXEebumAP3CvD,10161,23,anatolian rock,turkish metal
You May Kiss The Bride,2j935hNGbojPT0ye7Uaazj,9689,20,,turkish metal
Black Tooth,4tIFMWQWTqzNNkVBwiE5JJ,8031,7,groove metal,turkish metal
Almora,6Zdsl5oL2S9jMUBqVNtcuJ,7843,19,"anatolian rock, folk metal, symphonic metal",turkish metal
Seven Day Sleep,4VJHUEvAc2PEmuThahAQbq,7128,16,,turkish metal
80 Kalibre,0A93Ejwtdyv8Fcf2r9pVOD,6700,10,anatolian rock,turkish metal
Pislick Kedi,7FPJPF1V0VOyuxbQm5AY2e,6333,19,anatolian rock,turkish metal
Ayşe Saran,0dq9yNDjlqHSCSzME0uIug,6124,13,,turkish metal
Radical Noise,1YzUnxCK04YJE8ipo7jBef,5723,10,,turkish metal
Kara Han,43VZYJjeMoVj2YmidWHpHY,5624,15,"anatolian rock, folk metal, japanese vgm",turkish metal
Metin Türkcan,2YiE7AouBuzFNpHDgre7ia,5353,25,anatolian rock,turkish metal
The Climb,2CabJ2clak6LL5hgi2eR6x,5032,10,,turkish metal
One More Page,0I82V51DvfIb0R3zpCyLu7,4883,12,,turkish metal
Saints 'N' Sinners,70m9IOASAnva8AF14pDIF9,4295,4,power metal,turkish metal
Soul Sacrifice,7eqG24CLrzydP9EXH2bG52,4202,9,melodic death metal,turkish metal
Gökböri,5NMnLyAHklqqbLXGI21ZgT,4169,4,folk metal,turkish metal
Nemrud,5IUAwYRYCVxKtAbdHcgnD1,3978,11,"progressive metal, progressive rock, space rock",turkish metal
Furtherial,38Sk19POLXiHIx0mrpZMjL,3796,6,melodic death metal,turkish metal
Murat ilkan,0YAsisQ6zMa6y92vtpxwe9,3709,8,,turkish metal
Mekanik,34wTKzdjqLRNXIsO4jPg2K,3646,6,,turkish metal
Kırmızı,24Nm0VBl7PLxLsJzU8ud4A,3516,6,,turkish metal
Heavy Sky,6gmUKqaZdG6f8D8pehgUsf,3400,4,,turkish metal
Can Uzunallı,2MpVq9vLGuVBtM1L65t9Gs,3375,13,anatolian rock,turkish metal
Knight Errant,5sq4Pxpi6ApEvv53zysIJt,3337,10,,turkish metal
Sülfür Ensemble,2QfJyH7KZsHf9tZMu2bGAC,3243,2,"doom metal, sludge metal, stoner metal",turkish metal
Selim Işık,2JQRG2gHmsKitm1Mi2oSKZ,3091,5,anatolian rock,turkish metal
Asafated,3ANbiZawTN4svRc8EWwGUV,3066,5,,turkish metal
Razor Inc.,0pECwbJ6wspcIPq7zIcZOF,2854,10,,turkish metal
Zifir,1sXnCbh4LkaitHRGtuHmld,2637,2,black metal,turkish metal
Die For Peace,17vTZWbQzj24h4XdUAxLh0,2532,4,black metal,turkish metal
Sails of Serenity,1vWZ2NhEkcwwXsucmQQ4xl,2519,4,"djent, melodic hardcore, metalcore",turkish metal
Alkera,1iPq4cmgJ1HwnQnYefoi4R,2462,8,progressive metal,turkish metal
Make Mama Proud,5UwT6JUaVIB8ITvWWxwcjK,2367,,"stoner metal, stoner rock",turkish metal
Ronnin,5D2qjvryAXxSgmvUnzDdgz,2366,2,,turkish metal
Magilum,2gHG5FYzQqEI2VCi18sqkX,2118,14,anatolian rock,turkish metal
Gaddar,2DSqEm0lW4M7kO9koL7NMq,2053,13,anatolian rock,turkish metal
Metalium,65hKlp7Zf0mIWeTXcvyc69,2012,2,"speed metal, thrash metal",turkish metal
Şizofren,6EyDGaQJUVXW7BWadCILar,1995,4,,turkish metal
Akbaba,0KWC5IOudmGtbPWOh0kSY6,1910,3,anatolian rock,turkish metal
Catafalque,0NUiVwtONvViKYaqXhBApz,1803,8,gothic metal,turkish metal
When Night Leaves Again,04N0yIGe01uExTzIWzL73B,1728,5,black metal,turkish metal
Kült,6PjaHQg9X8hiZnfrySW8pL,1719,3,,turkish metal
Antisilence,0VV7JKfoeMPWdgtr9eLOLT,1633,1,groove metal,turkish metal
Taylan Ayık,23ATxKFA6ONiF9ALxYjPlI,1555,0,anatolian rock,turkish metal
Yüz Karası,6Wp1W92VuxBk8Mfnzum8cV,1497,3,black metal,turkish metal
Thrown to the Sun,10U37XduMoMm1ec5ukvJUW,1464,1,progressive metal,turkish metal
Bahadır Uludağlar,3bEqb2w4afCilVgeGHjSoN,1272,2,,turkish metal
Hazy Hill,7qedDa1KMLLCuRnht7hSA8,1195,,thrash metal,turkish metal
Desecrate,1yX5iCTrcFog7eVU5OpD5i,1166,,melodic death metal,turkish metal
Deathroll,5v92BXHfsOYfWPTDbbLlJy,1098,,"groove metal, speed metal, thrash metal",turkish metal
False in Truth,0pPrRKU9y0ArXjR3KmvJ4W,1091,0,"folk metal, melodic death metal",turkish metal
Giyotin,0usSM1SupkxrdbDqm5IZNO,1067,4,turkish hip hop,turkish metal
ÜTOPYA Project,4VTVOitPxfxWUxYvGT9d07,1048,3,,turkish metal
LET IT FLOW,6Yps1naRzZKXCNu1yeVFhR,1043,4,"doom metal, gothic metal",turkish metal
Plüton'u Kurtarmak,310TD16myhrAoE2C7KiWtl,1007,2,anatolian rock,turkish metal
Yoğun Bakım,0zNkoI4GgQjAhJ5TFPsiNL,924,1,anatolian rock,turkish metal
Ascraeus,6xrYotZizuSuNy88T8sCCM,890,1,"groove metal, thrash metal",turkish metal
KRONiK,0WaAEwfdtXNx3vkAuMawwE,888,,speed metal,turkish metal
Baht,2BXLW8f1CBeZKXecBOzgES,866,1,,turkish metal
Teke,1wAONsLCIpao3Lu494EqG2,836,0,black metal,turkish metal
Comma,1tSYAEfOY4hcIg5N0F3GVy,780,5,"progressive metal, progressive rock",turkish metal
Vortex of Clutter,3FMde9Rx1sIL8iIITQL1uv,774,0,speed metal,turkish metal
Dark Phase,7ITdhryvtYBWDCPwyRU1zK,723,3,thrash metal,turkish metal
Negentropy,6hwPX6NI2QbX6aQyd5iXdR,711,1,,turkish metal
Onur Çobanoğlu,7dMpUosscKYSVrXTxvVGet,674,1,,turkish metal
Heretic Soul,6oFYUhoETXxKFvgZ8N4Fng,649,0,death metal,turkish metal
Son Fersah,3NiK5uDZgyVCcsRYfZN6Jn,635,8,,turkish metal
Tulpar,6hwXUz7j1O24IsYvgNLS1M,565,1,,turkish metal
Taşmektep,3C8c2XgN49TQWoF5garpRc,550,0,thrash metal,turkish metal
GodBud,1XX2NuqhA7K6qp7cDL21hR,545,,"doom metal, sludge metal, stoner metal, stoner rock",turkish metal
Black Front,1jtYlU6f7o7Z750yMvAd12,543,0,"darkwave, industrial, industrial metal",turkish metal
Sis,2mZZXd0WhlzAYv8kjB4Uwg,540,0,,turkish metal
Maegi,18fycwFBLTJELNW0AOZpOF,525,2,"power metal, symphonic metal",turkish metal
Mithra,7mXTYQfICpLy0rSLlNJoHA,479,0,melodic death metal,turkish metal
Metaroth,1dtAy5JGEcLf7OwuhGKi29,423,0,,turkish metal
In Spite,5adObWVqCvqvtwlwG46OvK,420,0,grindcore,turkish metal
Vengeful Ghoul,5SJ1pvyP8wcdMyU21e7yX4,406,0,"power metal, speed metal, thrash metal",turkish metal
Polarized,38cggwBPDWgrE566qkMuig,382,0,thrash metal,turkish metal
Gates Of Eternity,7H8N5SyShm7qMaoDxWew2C,356,0,melodic death metal,turkish metal
Edna,0681ERhv8xwy2Zzz1Ud4DU,340,12,"harana, kundiman",turkish metal
Grapes in the Mouth,6y3CuuaHuVGFyTHnRIYXfa,331,0,,turkish metal
Vile Urn,5j5tQ56pM7ezwciBaXBjwT,316,0,,turkish metal
Magick,3c3w1pTCnVePVsszXwDzIX,314,0,,turkish metal
Cloud Theory,06Sz84qxE5DERRnfWNN9IK,288,0,"progressive metal, progressive rock",turkish metal
Sceptic Age,4RF2Kwsl1CWvdo2DMrK3VV,286,,thrash metal,turkish metal
Crushem,4mHLkBSPsLTCZWm3wyyXej,270,0,,turkish metal
GROZA,3VmaK5w6HGzGWvGhHN65Lv,259,0,,turkish metal
NOTWITHSTANDING,05w8xUIgfhZldZ5oNl7OCz,241,0,,turkish metal
Crimson Hill,164579VGhQGrrNPiVxMUEI,237,0,melodic death metal,turkish metal
Desecrate,1FxRX686tftMm38S9rR2DY,231,0,"death metal, doom metal, melodic death metal",turkish metal
Blacktooth,5A8qZcQnevVS2LzPP93eYv,222,0,,turkish metal
Kronik,6ZRqJPpoedKyg59wCEtycJ,212,3,,turkish metal
Saspent,0IyNajRDVB2jwL3vYb7eFW,198,0,,turkish metal
Berzah,2N4vNj4rE6OUuxONhHkf95,197,0,turkish hip hop,turkish metal
Godmode,2l0Ht9DsQNUa6tEUbq4ZQ4,192,0,,turkish metal
Tamer Isli Projects,3MQujPOzsx0PU3j5gv8Huk,181,0,"neoclassical, neofolk, symphonic metal",turkish metal
Dirty Black,3juj0O9qKOdbnEVaXmiWzd,123,0,,turkish metal
Till Daylight,0ozRlzJLtosgtQhQLgihdM,120,0,,turkish metal
Ziggurat,0YtNu5WRa0LOT7RGajn0Am,78,0,,turkish metal
Bite the Dust,6Gr7b33DT3vN4Yhyi6Fxy7,67,0,,turkish metal
0-xcopy,5ikvrzGiFUk4j3IXk6zBTR,65,0,,turkish metal
nreAson,4jTrRjZm6yd4xlU4sDwVVJ,53,0,,turkish metal
Somon,5LRQc4mcLLlz8Zn6xud0R9,49,0,doom metal,turkish metal
Falldown,7AVDDtfNXwnhANCMU5bw8H,30,0,,turkish metal
King White,7Ee0Xat4QvCu93BS2nD5xJ,18,0,,turkish metal
Between The Colors,3TTbOtigiXFLakzzbcHUUe,12,0,,turkish metal
Tek-E,4h86UyGFt5nUhHiNOyZ1M2,8,0,,turkish metal
Ayşegül Aldinç,1pHd2SEhBRbA7RmMlaxT6v,312968,48,turkish pop,turkish modern jazz
Ayten Alpman,3ABivHBm6ULD624ig1lgOg,163957,51,"anatolian rock, arabesk, turkish pop",turkish modern jazz
Fatih Erkoç,5zfF4ZY5QA60ht5cjDrv2b,155710,40,turkish pop,turkish modern jazz
Tuna Kiremitçi,799GDxXgsUDuGSbh5HJ3Kv,151664,49,turkish pop,turkish modern jazz
Bergüzar Korel,0tmCtkKN8duHxJrUTgOxiL,16410,36,turkish pop,turkish modern jazz
Cenk Erdoğan,5HKrYaVYdN3MyIe2WpVYCo,15895,23,,turkish modern jazz
123,1cy1oWKlBfDuxBvo9ZiodY,14739,13,,turkish modern jazz
Barış Demirel - Barıştık Mı,68hyI0netn3O9mLpqWlwVd,13466,14,,turkish modern jazz
Melis Sökmen,0H83Ljg3YxbUzWx45WjDWL,11260,33,turkish pop,turkish modern jazz
Ediz Hafızoğlu,3182zWlqIzDv2egT3l09W3,11257,23,,turkish modern jazz
Okay Temiz,6yajM6C42NTolTtmV0q2cq,10078,20,"anatolian rock, experimental jazz, free jazz",turkish modern jazz
İlham Gencer,0jBsu2RUTQVslW4waEqEwP,9376,22,"anatolian rock, turkish pop",turkish modern jazz
Bilal Karaman,3eUHqeuHIwqR2Byh2JSb7L,9126,16,,turkish modern jazz
Akın Eldes,2RyzcSkInvY2tUVvh0NV8r,8792,15,,turkish modern jazz
Ferit Odman,2CHIQOUR9zhfALE0DyXBMX,7806,14,jazz,turkish modern jazz
Çağrı Sertel,76Ldoh2j78nY2ThwAuFkBT,7504,24,,turkish modern jazz
Önder Focan,1GRmh8OowBvjycLKICtrkW,5770,15,,turkish modern jazz
What Da Funk,1n8Vh0eT4xPGYysuFFK0zK,5644,27,turkish pop,turkish modern jazz
Sarp Maden,0WdjHXkPRTdmtpjfVUXKIY,5383,6,,turkish modern jazz
Geeva Flava,1gzLVGMn6ZcMIEnqOGLyQl,5311,31,experimental jazz,turkish modern jazz
Selen Gülün,4HlDQ8vm3OLtReb4UgN5mO,5180,9,,turkish modern jazz
Anıl Şallıel,7wNfIZCBLC3oT0b9a7qcir,5071,28,turkish pop,turkish modern jazz
Kürşat Başar,1bVq1mOYwoYLcw7xfAQvmM,4344,30,turkish pop,turkish modern jazz
Volkan Öktem,2CKKVhnXg0a9sw0DOXmwLK,4316,19,jazz fusion,turkish modern jazz
Efe Demiral,5QfvebVFyYmxrPhgzodhaZ,4271,14,,turkish modern jazz
Şirin Soysal,0cQSDs28d2xyeYFEjrk5X9,4097,12,,turkish modern jazz
Quartet Muartet,5p4B5r0cwfMU0OdIPNpyKh,3862,2,jazz fusion,turkish modern jazz
Sumru Ağıryürüyen,6EFwvy9g5Yn2PjyER2Eafs,3344,19,sufi,turkish modern jazz
Çağıl Kaya,5EM3r7Q75BR9DNqs0K2SuR,2727,6,,turkish modern jazz
Ece Göksu,5uPvze4cAKyuSWBuXtZhzV,2711,5,,turkish modern jazz
Authentic Anatolian Project,07jKtiwRhbPEaUd10ZknFc,2274,12,,turkish modern jazz
Bulut Gülen,5JyBBYYX9dTs6rC4cut6aC,2204,7,,turkish modern jazz
SONIC BOOM,7vOn6dRWZ4g9PedwGrsKB8,2061,1,,turkish modern jazz
Asena Akan,2X7jXuSsFrOi63aRXh1XqP,1993,8,,turkish modern jazz
Lahza,10guy0LjG2hppKCXQieqD8,1889,2,,turkish modern jazz
Tuna Ötenel,0ERBAHbHTft2KV3r3qYSAj,1772,9,,turkish modern jazz
Tamer Temel,4ELdlYVFyf5cqZk3T7LW3t,1700,9,,turkish modern jazz
MadenOktemErsonmez,3b5rRBIetdaT1ioXWigf03,1661,0,free jazz,turkish modern jazz
Cazzip Project,6L1faX5bQqgOIyo6urWWCe,1569,1,,turkish modern jazz
Başak Yavuz,4hBDOSVU7BRpWYI1v9Tx0i,1531,1,,turkish modern jazz
Senem Diyici,5va15nvxl60qJy5AICFsjQ,1517,2,jazz pop,turkish modern jazz
Kazım Tanju Duru,3ByxcnqsFrJFNRmF3HBVRd,1507,8,,turkish modern jazz
Lopenstraat,7lI0FcWzNkO9fr08ET9BUy,1440,0,,turkish modern jazz
Baki Duyarlar,3LBlsHGk4HH1UkufhcoN4H,1430,3,,turkish modern jazz
Eylem Pelit,1QvdDS9Dr9B8iKmdRKzSa8,1379,7,,turkish modern jazz
Barbaros Erkose,7GKJWAUYzwIgancMQuBv1S,1300,5,,turkish modern jazz
Kerem Görsev Trio,258VesRvGbsYOk2L4Mw22i,1208,4,hard bop,turkish modern jazz
Kamil Erdem,3SFGJMyiOemR68DZ4Xo0zQ,1101,4,,turkish modern jazz
Senem Diyici Quartet,4mxAViZBVTkNxvTRGHiRqY,986,0,,turkish modern jazz
Trio Mrio,09rVJhrJnsG6awlr840CyI,952,0,jazz fusion,turkish modern jazz
Serhan Erkol,6qliCB7jNpZcsqYc3GnjWa,941,6,,turkish modern jazz
Tuluğ Tırpan,660wGQyuKbmWuslzMfJHsd,876,12,turkish pop,turkish modern jazz
Yıldız İbrahimova,0gY2lNJ6Lkkul3emjvqU9j,823,3,,turkish modern jazz
Songs From A Breeze,35KT5T7DE2PBoT3UDpiW6j,819,4,,turkish modern jazz
Big Beats Big Times,3uKJMe8u1JofPYpPJhfv1C,796,0,,turkish modern jazz
Sanem Kalfa,3554iG0XJT7tCCGeXwtjNQ,690,3,,turkish modern jazz
Ercüment Gül,7MldvEGVK3q5IMoY1INb46,526,2,folk pop,turkish modern jazz
Timuçin Şahin,3hwcZ7q00wlbz02ukgpfiV,522,0,free jazz,turkish modern jazz
Farketmez,7d86HuYmEookUsRfnwFmls,501,4,"darkwave, turkish hip hop",turkish modern jazz
Bora Çeliker,46l59z81KdCZ6iXH0zIOKl,484,0,,turkish modern jazz
Volkan Topakoğlu,28NhvsMLEj5riUvU1mk3ve,356,0,,turkish modern jazz
Aysu Çöğür,7eDe4a1Q35jQjyrzSXzT79,318,10,,turkish modern jazz
Oturma Grubu,7pvRX8srBmKxd7ZF6cnK86,148,0,,turkish modern jazz
Audio Fact,4i4DMQg1NMbenCl8usnsJ5,124,0,"anatolian rock, free jazz",turkish modern jazz
Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,14427809,71,"arabesk, turkish pop",turkish pop
Semicenk,1CcZoULzFHa8Uhwo6OlQcp,6320656,70,"arabesk, turkish hip hop, turkish pop",turkish pop
Mabel Matiz,1dpqJqIuNqideTvmxBsSku,5505038,64,turkish pop,turkish pop
Tarkan,2yMN0IP20GOaN6q0p0zL5k,4081743,70,"t-pop, turkish pop",turkish pop
Yıldız Tilbe,4525TiJDbBD4mZJ7EZArT0,4005882,64,"arabesk, turkish pop",turkish pop
Yalın,46zuW8tHxwahYn7VNMgYTa,2624704,69,"t-pop, turkish pop",turkish pop
Zeynep Bastık,1mpOD8ZwHnbsryIuXWq0R1,2497803,61,"turkish hip hop, turkish pop",turkish pop
Serdar Ortaç,7BJjzi0JHyDHAsmVe21dGa,2456791,66,"t-pop, turkish pop",turkish pop
Gülşen,1F2v33FQTavJyaD7ZsyhdA,2442180,66,"t-pop, turkish pop",turkish pop
Murat Boz,53oeVgECSa18dkHBQ9X6Eh,2411628,64,"t-pop, turkish pop",turkish pop
Sıla,5gFPi3KWXEwA9bLEO47Ow0,2395523,62,"arabesk, turkish pop",turkish pop
EDIS,1AM52XHXnWAEqnQwpxTLWm,2248956,58,"t-pop, turkish pop",turkish pop
Demet Akalın,1U449OOb70EZlElNjLMwCM,2223883,64,"t-pop, turkish pop",turkish pop
Hande Yener,08mjMUUjyTchMHCW7evc3R,2182507,66,"t-pop, turkish pop",turkish pop
Tuğçe Kandemir,50z4meqYMvVCXEv2jDneDN,1952021,56,"arabesk, turkish pop",turkish pop
Bilal Sonses,6iBdV6h17D1kOnK9lFyWo3,1905975,50,"arabesk, turkish pop",turkish pop
Bengü,6wxh9aTFgTS4OiyYlnQBq6,1813842,63,"arabesk, t-pop, turkish pop",turkish pop
Merve Özbey,74IYRdqa9EFKMMXUIjGyxM,1811479,61,"arabesk, t-pop, turkish pop",turkish pop
Oğuzhan Koç,1nFJWl30l3PAHei86OxN0i,1663579,60,"t-pop, turkish pop",turkish pop
