isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir,MusicBrainz_ID,wikidata_id,muzik_turu (Wikidata),Popularity,foto_url
Ozan Erhan Çerkezoğlu,Ozan Erhan Çerkezoğlu,4hf6GzVrVuQExnkOzBvwab,20285.0,Tematik & Ozel,ulkucu sarkilar,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb8b1ad9d3d99a3dabdf729687
Nida Ateş,Nida Ateş,4pOsgdYnZoOde9cOUXkcbk,20238.0,Turkish Folk,turkish folk,arabesk,solo,,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b2732dc6e0a1fb67ce4fa761b94b
Kader,Kader,2kBZ1BBlOTx9lSqbdayt2M,20224.0,Turkish Sanat & Klasik,arabesk,"turkish pop, arabesk, algerian chaabi",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb49e847e114774f67daa24491
Bora Uzer,Bora Uzer,71WhzQzCSYszOnrfCEbZge,20165.0,Turkish Pop,turkish pop,"organic house, turkish pop",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb8a286b2fa4c22c34655ea1ae
Berkant,Berkant,2c3QSjXlvmSEHsaosjFmd1,20147.0,Turkish Pop,classic turkish pop,"anatolian rock, turkish pop, arabesk",solo,,Elmadağ,,,,,https://i.scdn.co/image/ab67616d0000b273b73a04e86fd4d20b1386553a
Cut Off,Cut Off,4u6yL1tRulnmL5LimC64x1,20071.0,Turkish Electronic,turkish deep house,deep house,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb61ba33ca17c4554f7a68f199
ÇAMUR,ÇAMUR,0sL0YqsgNfkyjcyzDmU0P8,20029.0,Turkish Rock,turkish alternative,anatolian rock,grup,grup,İzmit,,,,,https://i.scdn.co/image/ab6761610000e5eb7051de277670b477551f82f4
Sanikwave,Sanikwave,4vy5ZH1CnzEqaInvIUu4z1,20021.0,,,,Person,,,32c10ef6-f210-41aa-bf41-6a97d339556e,,,36.0,https://i.scdn.co/image/ab6761610000e5eb773f435e1fca01625827d99f
Maho G,Maho G,1y01BmA2Ho4ZaxGGRBbJ2V,20012.0,Turkish Hip Hop & Trap,turkce drill,turkish hip hop,solo,,İzmir,,,,,https://i.scdn.co/image/ab6761610000e5ebcf3e93b78bf6eea569fc09ef
MT,MT,4Tf0LwxPunVr1S6HimqvyS,19985.0,Tematik & Ozel,ulkucu sarkilar,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebd0752656efb8760cd8515f61
Grup Gündoğarken,Grup Gündoğarken,6z92GkID2xzYJi58vlRqM3,19978.0,Turkish Pop,classic turkish pop,"turkish pop, anatolian rock",,,,,,,,https://i.scdn.co/image/ab6761610000e5ebef79dac587386ab7eb3c9ef1
Umur Anil Gokdag,Umur Anil Gokdag,6TE5uKxtwtgJ2kcUNRhzJP,19965.0,Turkish Electronic,turkish edm,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb9dd7a34c3cb4957feacb5601
Cemîl Qoçgirî,,5MadmSSl2XHP57nFN7lYHe,19942.0,,,,Person,erkek,Duisburg,7eddafc6-a338-4294-b275-decc8db83b19,Q111391437,,25.0,https://i.scdn.co/image/ab6761610000e5eb7a69fe2615c8c49145f3c147
Safiye,Safiye,3J5L8phe7TP0vhoiXdJizP,19878.0,Turkish Pop,,turkish pop,Person,,,cc14fc3c-2a51-4910-82a9-35a91f30670a,,,43.0,https://i.scdn.co/image/ab6761610000e5ebf6cb05b11af4e388d9b82c1c
Küçük İbo,Küçük İbo,4QXTCh4sOcer3ZMUkqL6i8,19840.0,Turkish Sanat & Klasik,arabesk,arabesk,solo,,Şanlıurfa,,,,,https://i.scdn.co/image/ab6761610000e5eb50f7d5a3323c4e9aaea98217
Sera Savaş,Sera Savaş,0ZJEJs5ckjTCpL7BpyAHAF,19826.0,Turkish Rock,turkish singer-songwriter,,solo,,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5eb3b072c28900b85091411e677
ENES 61,ENES 61,6FQDmXxmVt0XPePZGk2uPQ,19788.0,Turkish Pop,turkish trap pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3fb0e1eccfdc5ad8b2ea4fee
İstanbul Attack,İstanbul Attack,1iA9wt3HSAoHZd2bKPX7ci,19750.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab67616d0000b273df95315ccfa528effe605ebf
Eda Döğer,Eda Döğer,4834nns33LZXLtmnPGqQsv,19712.0,Tematik & Ozel,cocuk sarkilari,,,,,,,,,https://i.scdn.co/image/ab67616d0000b27386f1f59e80b310f9c8e3027d
Cem Erdost İleri,Cem Erdost İleri,5FIdAEtV7AO0qZ0a43vgtq,19703.0,Turkish Folk,baglama,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebc1e3d91f8c4c936f4534a473
lusttqwe,lusttqwe,1ppoDV6LO37SPuHEK2FAyR,19604.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3377bf394e8e2bf5c0cbb8a6
Tuncay Tuncel,Tuncay Tuncel,1pRYZKg3tv8VJN1TfrCUXJ,19571.0,Turkish Sanat & Klasik,arabesk,"arabesk, oyun havasi",,,,,,,,https://i.scdn.co/image/ab67616d0000b2736396992eecf74c851a3719fb
Babutsa,Babutsa,03vX1djHak8X52SuNfr3U7,19553.0,Turkish Pop,deep turkish pop,"turkish pop, oyun havasi",,,,,,,,https://i.scdn.co/image/ab67616d0000b273cb82d2fda8b507679000d8b5
Koyu,Koyu,2Js3e5F10cX7OgQLr0P071,19551.0,Turkish Pop,huzunlu sarkilar,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3fa8898c671149db484a827e
Yasemin Göksu,Yasemin Göksu,7JgTUq2jADYIQKlExfTHVn,19515.0,Turkish Folk,rumeli turkuleri,"karadeniz folk, arabesk, oyun havasi",,,,,,,,https://i.scdn.co/image/ab67616d0000b273772d6dd52fd4726b11f254f2
Yıldırım Gürses,Yıldırım Gürses,6kXPV5voVTzEyOk8DBVruu,19481.0,Turkish Sanat & Klasik,turk sanat muzigi,"arabesk, turkish pop",solo,,Bursa,,,,,https://i.scdn.co/image/ab67616d0000b2737384b8b4519e1c805c0422f4
Sefa Topsakal,Sefa Topsakal,15S3RuYPPO0QO5kDdCw4wq,19472.0,Turkish Sanat & Klasik,,"arabesk, turkish pop",Person,erkek,Trabzon,12ed0e4e-57eb-4afd-89db-866fc2161ceb,Q6045842,pop müzik,32.0,https://i.scdn.co/image/ab6761610000e5ebe7c424cdcfabfec66dd3de56
Seyyal Taner,Seyyal Taner,4KsBdM2lmX37p3YR0odew0,19360.0,Turkish Pop,classic turkish pop,"turkish pop, anatolian rock",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb353f8c875d5ef4b52f365042
Hakan Gürses,Hakan Gürses,7tO7OuUIthTRIlnvH9mO8i,19339.0,Turkish Sanat & Klasik,arabesk,arabesk,,,,,,,,https://i.scdn.co/image/ab67616d0000b27304bdc0312382276b3c9467be
Anima,Anima,4kd9SPJahjhR4fJov8JeQC,19328.0,,,"melodic techno, progressive house",Group,,,ce547ee8-fbd2-43df-bc5e-eb487a4c60c9,,,32.0,https://i.scdn.co/image/ab6761610000e5eb2bd0b3f57e5b947492c9b9c3
Umut Akyürek,Umut Akyürek,45QofsJv2pKNQYj6FZOEVH,19321.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,,,,,,https://i.scdn.co/image/ab67616d0000b2738cad50da5492cff8826ad9cf
Ali Kızıltuğ,Ali Kızıltuğ,611fvPc4QIrREVzOq49Mob,19249.0,Turkish Folk,turkish folk,arabesk,solo,,Divriği,,,,,https://i.scdn.co/image/ab67616d0000b2735a05726b25be695b3d58913c
Selim Bölükbaşı,Selim Bölükbaşı,38Lad2mtbpGyGf1Tui4jiO,19232.0,Turkish Folk,karadeniz turkuleri,karadeniz folk,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb36f1091b78678268b2453c4d
Cem Yılmaz,Cem Yılmaz,1FmmJb0ixEE31ETAQ60GXx,19190.0,Turkish Pop,,turkish pop,Person,erkek,İstanbul,7d14a6c0-7822-4b12-939f-fe47e6828e88,Q732915,,30.0,https://i.scdn.co/image/ab6761610000e5eb8627eb13fd9d1e67c521dedc
Nuray Hafiftas,Nuray Hafiftas,3BslyA3laPoYvt2sY1z9PG,19188.0,Turkish Sanat & Klasik,arabesk,"arabesk, oyun havasi",solo,,Çıldır,,,,,https://i.scdn.co/image/ab67616d0000b2733d4b492fbde8301ff2041897
Ahmed Arif,Ahmed Arif,3WXTOxf2V7dP2nApvLR8Cf,19142.0,,,,Person,,,72381a4e-f5d8-4ea2-8d78-daf378d16c8f,,,28.0,https://i.scdn.co/image/ab67616d0000b2737811be0a8c8c5be13a8ee508
Mahmut Çınar,Mahmut Çınar,0WrwpSn6JN4leTOMpcYlOk,19073.0,Turkish Rock,turkish singer-songwriter,turkish pop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb4a4f619e202bf38531fece47
Yaprak Çamlıca,Yaprak Çamlıca,2AYKWDi1110es1skdOCike,19008.0,Turkish Pop,turkish trap pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb1b1b37bd5c366bd84d8d26ce
Nizamettin Ariç,Nizamettin Ariç,6XxbQrjSFoBBDj54cn6ZXd,18972.0,,,,,erkek,Ağrı,,Q1994214,,22.0,https://i.scdn.co/image/ab67616d0000b273201a5eaecc16080e824ae2f5
Mehmet Demirtaş,Mehmet Demirtaş,7fS4b00IU7XxRQZzJL6c7W,18918.0,Turkish Folk,oyun havasi,"oyun havasi, arabesk",,,,,,,,https://i.scdn.co/image/ab6761610000e5ebc386e0aa9e1efc729f7a08fb
Batuhan Mutlugil,Batuhan Mutlugil,73UTp1X3auvO2JT0BuyZUU,18876.0,Turkish Rock,turkish rock,anatolian rock,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebb0ef7228c202594ad69b7f44
Aziz Piyade,Aziz Piyade,207ge5nlUkftKtQYe76iW4,18868.0,Turkish Rock,turkish alt pop,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb7ce536aa7003becfcb7a4cb4
Onurr,Onurr,3I3kGrPbyHSER6DIxsbsac,18827.0,Turkish Pop,,turkish pop,Person,erkek,Bursa,9aee94f3-d738-4380-be32-838a6ca4c3d1,Q26234869,"rock müziği, pop müzik, dans müziği",45.0,https://i.scdn.co/image/ab6761610000e5eb856ce503317928bc24d3e5f7
Davut Sulari,Davut Sulari,4CUMbXiuy5eDQ0QIzkxad9,18811.0,Turkish Folk,turkish folk,,solo,,Çayırlı,,,,,https://i.scdn.co/image/ab67616d0000b2737a16ca307c82df43d45fa14c
Mirac,Mirac,7xoGvuN5XfZ3T4dZoJvMCr,18781.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3868e6f7d047dd3c8266eeb5
Metin Özülkü,Metin Özülkü,60KWc0tXssJkTZFWB2lia9,18776.0,Tematik & Ozel,cocuk sarkilari,turkish pop,,erkek,Mersin,,,,,https://i.scdn.co/image/ab67616d0000b273c24774937b8dda881a2ddb82
Emekçi,Emekçi,3KPVyK97Xv6LPDVy4wcKp8,18764.0,Turkish Folk,turkish folk,,solo,,Kahramanmaraş,,,,,https://i.scdn.co/image/ab67616d0000b2737c54a73fbdd8275d9bb85617
Yusuf Ekşioğlu,Yusuf Ekşioğlu,4vmQIVTg6D7bAQw0BR5SMv,18754.0,Turkish Electronic,turkish edm,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebc5b8a276f6d4d92affeb1328
Beyaz Kelebekler,Beyaz Kelebekler,0CdO8pNYr6JdJPTnf7D1Nw,18727.0,Turkish Rock,turkish psych,"anatolian rock, turkish pop",grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb1e3a3a202a645c0572491c0f
Nilüfer Akbal,Nilüfer Akbal,0lbW9jgBiLNIIUTGvlzGYw,18695.0,,,,Person,kadın,Varto,4d013236-8907-4e5c-b6a9-cb253d166b13,Q459069,,36.0,https://i.scdn.co/image/ab6761610000e5eb8c3c053f641cf7ff90bb3622
Zeynep,Zeynep,2fM6n2r2kGomtKmw7HXqqe,18694.0,Turkish Pop,deep turkish pop,turkish pop,solo,,İzmir,,,,,https://i.scdn.co/image/ab6761610000e5ebaea2ede5462c1be501799a91
Handan Kara,Handan Kara,4IoKTSnBx1KFpg2en629fw,18572.0,Turkish Pop,classic turkish pop,"arabesk, turkish pop",solo,,,,,,,https://i.scdn.co/image/ab67616d0000b27306fd2eef67e0cbf803d4c2d4
Ali Biçim,Ali Biçim,2L8OPZ5ajaRQHx92TGC7Kc,18536.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,bb2c0715-0781-4793-b733-9b660a822d44,,,18.0,https://i.scdn.co/image/ab6761610000e5ebd08c3c037349feb9415e347f
EFO,EFO,0lZydBbYE6m9mwNXB0qpsC,18534.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,5d0b3088-0e8f-4573-927d-64e129f93d66,,,52.0,https://i.scdn.co/image/ab6761610000e5ebcdb441fda5ff74dd4d35a326
Ünlü,Ünlü,4pYF80SmJuMKyGF5MBEQlv,18427.0,Turkish Rock,turkish alternative,"anatolian rock, turkish pop",solo,,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b273a41f63c4acb26422c235d144
Veysel Uluağaç,Veysel Uluağaç,7d1k0J5746V02NZ2a4b2Em,18426.0,Turkish Sanat & Klasik,arabesk,"arabesk, oyun havasi",,,,,,,,https://i.scdn.co/image/ab67616d0000b273515411ef2ace18f2f3fb1264
Yunus Emre & Frekans,Yunus Emre & Frekans,3uRXZnyn3kzB7CWKW3ntCu,18413.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5eb86647cdf785dbd2c032d446b
Bugy,Bugy,1XxdJaLo6jXdFbgR1zKJ3x,18376.0,Turkish Hip Hop & Trap,,turkish hip hop,,erkek,,,Q50809397,,39.0,https://i.scdn.co/image/ab6761610000e5eb4d1e3990570575d1887da7a9
Beyza Doğuç,Beyza Doğuç,58hQlMTfVuyOTvJihGj5Te,18318.0,Turkish Pop,turkce slow sarkilar,,,kadın,,,,,,https://i.scdn.co/image/ab6761610000e5eb8d26c6cad6a0e9963446c939
Obscurity,Obscurity,1O6WsZT2io58x15CXAQVBO,18308.0,Turkish Metal & Hardcore,,"folk metal, melodic death metal, death metal, black metal",Group,,,2ac41094-a657-4e4b-94b2-d010d6ab5cd3,,,24.0,https://i.scdn.co/image/ab6761610000e5ebb3ab7dc1e023f674bdacd571
rufflws,rufflws,6XeLF1KiaS5aBmp2d1fghp,18279.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb5db9f20adc80c687ef1f194f
Grup Dergah,Grup Dergah,2sVp4FznDLQWafn1G5tv0s,18237.0,Turkish Sanat & Klasik,ilahiler,sufi,,,,,,,,https://i.scdn.co/image/ab67616d0000b273a01108de2aa960606aa28381
Mert Kıyak,Mert Kıyak,3AeSb2VHn4MUCjS0GsdWs6,18174.0,Turkish Pop,huzunlu sarkilar,"turkish hip hop, turkish pop",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb9f2b01a782302ecde13af954
Can Temiz,Can Temiz,05iWQOypkDrzS7Udolm0gI,18151.0,,,,,erkek,,,Q25472214,rock müziği,35.0,https://i.scdn.co/image/ab6761610000e5ebba78dae5972860a6ef99fc64
Ayşedeniz Gökçin,Aysedeniz Gokcin,0MhNojJNQsaW1KXqKTX2Y0,18073.0,,,,Person,kadın,Ankara,d7468112-6a67-4e90-a967-457b24d73c13,Q4831955,,31.0,https://i.scdn.co/image/ab6761610000e5eb385f93275458b05be91703f9
Işıl Ayman,Işıl Ayman,5q6bMEU5EbDAOrTFUvOsC0,18047.0,Turkish Pop,turkce slow sarkilar,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebd0ed5568952ddd712ddb9135
Sefai,Sefai,0vnvlV63gexQ6let4G5LSS,17990.0,Tematik & Ozel,ulkucu sarkilar,arabesk,,,,,,,,https://i.scdn.co/image/ab67616d0000b2733423338c8548e9f558f81918
Nuh,Nuh...,2xlEdRN74IYuAOrLjSNnjT,17930.0,,,"malay, indonesian pop, indonesian indie",Person,,,21e06151-6093-4a36-8e94-ee7d14e04d97,,,46.0,https://i.scdn.co/image/ab6761610000e5eb1163d1d3deba0ee0c4280abe
Idil Biret,Idil Biret,5SBOWUBQdfga0xprPVBxOr,17927.0,Turkish Sanat & Klasik,turkish classical performance,"classical piano, classical",solo,,,,,,,https://i.scdn.co/image/b86c970d53076979e8318d1d7c5c285649c1a5fd
