isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir
Eytan,Eytan,3rtgZpxBTGp6NWtLMDvvEO,3966.0,Turkish Hip Hop & Trap,turkce kadin rap,"turkish hip hop, turkish pop",solo,,İstanbul
Ethem Yeşiltaş,Ethem Yeşiltaş,2q9OAH4hhGhVNsG2pxz26I,3952.0,Turkish Folk,oyun havasi,"oyun havasi, arabesk",,,
Salih Kahraman,Salih Kahraman,1L6ULKmw1JvDmJI1VH58gk,3948.0,Turkish Sanat & Klasik,turk sanat muzigi,"arabesk, exotica",,,
Talip Özkan,Talip Özkan,1SkAe0KM2MlNkaikaMoOjV,3939.0,Turkish Sanat & Klasik,turkish classical,traditional music,solo,,Acıpayam
Atlas RB,Atlas RB,6ErGolm7HqWBLd0dZVpNh9,3924.0,Turkish Rock,turkish rock,,,,
Erol Çöke,Erol Çöke,4oDfpHT6Ooc9dw84NAeCvA,3920.0,Turkish Folk,bozlak,"oyun havasi, traditional music",,,
Medusa,Medusa,5JuKJB6qxlhogFVQXzq9ni,3918.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish pop,,,
Cüneyt KUZU,Cüneyt KUZU,0hTQIhRgQYf0qb8uzA9wJo,3910.0,Turkish Pop,turkish trap pop,"turkish pop, arabesk",,,
Nail Yurtsever,Nail Yurtsever,43oLHCXfVISBPU6LySxbfG,3876.0,Turkish Jazz & Instrumental,turkish soundtrack,,solo,,Bingöl
Meral Zuhal,Meral Zuhal,2EWyqY134Bb4Xep9k0yNl2,3874.0,Turkish Pop,classic turkish pop,"turkish pop, anatolian rock",,,
Kana Kana,Kana Kana,79m8TbKxx4eO0G80RgmZox,3869.0,Turkish Rock,turkish post-punk,"darkwave, post-punk, cold wave",,,
Quartet Muartet,Quartet Muartet,5p4B5r0cwfMU0OdIPNpyKh,3860.0,Turkish Jazz & Instrumental,turkish modern jazz,jazz fusion,grup,grup,Istanbul
Çiğdem Erken,Çiğdem Erken,2tmUKoKcI4haemEfYmGIYy,3860.0,Turkish Rock,turkish singer-songwriter,turkish pop,,,
L.S.D. Orkestrası,L.S.D. Orkestrası,3VVhnJLSa4XYbzvBTOGCOB,3857.0,Turkish Rock,turkish psych,anatolian rock,,,
İbrahim Can,İbrahim Can,5ztZOIeUeuSFSkmiasXMzy,3848.0,Turkish Folk,karadeniz turkuleri,"karadeniz folk, oyun havasi",,,
Grup Bedir,Grup Bedir,13Pbsh9byvNKIeZp8NRrsw,3848.0,Turkish Sanat & Klasik,ilahiler,sufi,,,
Muzaffer Gürler,Muzaffer Gürler,4cGgSMi3uOByyskrQWmNN6,3826.0,Turkish Sanat & Klasik,ilahiler,,,,
Meteor,Meteor,3c73OU2sJVjX2WXlUGl8NB,3810.0,Turkish Electronic,turkish electronic,,,,
F.Ö.K.,F.Ö.K.,4m90JSy0Q2tWjT51OUZnsW,3803.0,Turkish Rock,turkish punk,punk,,,
Furtherial,Furtherial,38Sk19POLXiHIx0mrpZMjL,3801.0,Turkish Metal & Hardcore,turkish metal,melodic death metal,grup,grup,İstanbul
Akustikadam,Akustikadam,4qukX7GlRl5xXg4OLOi9kT,3799.0,Turkish Rock,turkish alternative rock,,,,
Emirgan Ensemble,Emirgan Ensemble,73uzPWSImvq2Rt56zniCgb,3797.0,Turkish Sanat & Klasik,turkish classical,sufi,,,
canforsell,canforsell,0TLBs7ASHDAxjyPtR2fspF,3794.0,Turkish Hip Hop & Trap,new school turkce rap,arabesk,,,
Onur Atli,Onur Atli,1IRl8IBX8ghUZ30O62AsG0,3781.0,Turkish Electronic,turkish edm,,,,
Saki Çimen,Saki Çimen,6v3O4EAmHlj9S5PoLu4hRf,3753.0,Turkish Jazz & Instrumental,turkish soundtrack,,,,
Aslıhan Erkişi,Aslıhan Erkişi,2On5ejRjbC657vTLFCsVRI,3750.0,Tematik & Ozel,cocuk sarkilari,,,,
Mert Ekren,Mert Ekren,1cPJcMjNPEBrWttVJea5fX,3743.0,Turkish Pop,deep turkish pop,turkish pop,solo,,İstanbul
Murgs,Murgs,2qmlBDeu3JB8C5OuoHqfft,3735.0,Turkish Pop,turkish trap pop,turkish hip hop,,,
Deyim Yerindeyse,Deyim Yerindeyse,2JGVad7QxMqyZzI0GhlJ1P,3732.0,Turkish Rock,turkish alternative rock,,,,
Batuhan Turan,Batuhan Turan,6QddAb3S1ezhHFakndz7Y2,3730.0,Turkish Pop,karadeniz pop,"karadeniz folk, oyun havasi",,,
The Secret Ensemble,The Secret Ensemble,2FP6zdIzuI7cEQ7bzgOvq9,3724.0,,mevlevi sufi,sufi,,,
Ferhat Güneş,Ferhat Güneş,6LEFkdHcGm7zZSYbrGtRoT,3723.0,Turkish Pop,turkce remix,turkish pop,,,
Abdülkadir Şehitoğlu,Abdülkadir Şehitoğlu,28BWPdWjSljBVy73f0FuiQ,3718.0,Turkish Sanat & Klasik,ilahiler,,,,
Bedbin212,Bedbin212,3YH4yxDFg4JEzKtBYQTHSc,3716.0,Turkish Hip Hop & Trap,new school turkce rap,"turkish hip hop, drill",,,
Emrah Turken,Emrah Turken,5J4Z1x3652wBUvuci5gVXe,3713.0,Turkish Electronic,turkish edm,g-house,solo,,İstanbul
Murat ilkan,Murat ilkan,0YAsisQ6zMa6y92vtpxwe9,3707.0,Turkish Metal & Hardcore,turkish metal,,,,
Turkish House Mafia,Turkish House Mafia,2OKxvdgmaHiJ4GjjDVXOVy,3706.0,Turkish Electronic,turkish edm,,,,
Hisarli Ahmet,Hisarli Ahmet,0YYRZpSNQ6HYD9bgaIPKKu,3697.0,Turkish Folk,baglama,"oyun havasi, traditional music",solo,,Kütahya
Sokratis Sinopoulos,Sokratis Sinopoulos,2V5MIbsUOaP4xLgeHpsGnE,3696.0,,greek folk,,,,
Hafız Mustafa Başkan,Hafız Mustafa Başkan,4xijqjFwN2cLSWUjwADZeE,3672.0,Turkish Sanat & Klasik,ilahiler,,,,
Ahmet Şahin,Ahmet Şahin,6n952MYeDgY8CW2aircZs4,3667.0,,ney,sufi,,,
Halil Yıldırım,Halil Yıldırım,0QLF2qARjaBfSbSPPyoMzf,3666.0,Turkish Pop,turkce remix,,,,
Senyor,Senyor,3YrZ8a1JMHWENyfSChlhRe,3663.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,Samsun
Diabolizer,Diabolizer,5PkSUviPxiR8YxULgCaogs,3656.0,Turkish Metal & Hardcore,turkish death metal,death metal,grup,grup,Kadıköy
Diego,Diego,6N1nFVV7Uz1vCl2uPxdF27,3653.0,Turkish Hip Hop & Trap,new school turkce rap,turkish hip hop,,,
Mekanik,Mekanik,34wTKzdjqLRNXIsO4jPg2K,3652.0,Turkish Metal & Hardcore,turkish metal,,grup,grup,İstanbul
Mo Ava,Mo Ava,5wof4m1b8XZ0uP1RUSLJ0N,3651.0,Turkish Rock,turkish alt pop,,,,
Tuna,Tuna,58T7Bi0cRiCP8XL5w2lAup,3648.0,Turkish Electronic,turkish edm,afro house,solo,,Aşkale
Dalganabak,Dalganabak,4m6V0FpjMFj2ZpDPvu6agD,3645.0,Diger,turkish reggae,,,,
Zeynep Mansur,Zeynep Mansur,6p93DCPd1mTZVok52IIVAr,3644.0,Turkish Pop,deep turkish pop,turkish pop,solo,,Ankara
Erman,Erman,0JLiYrnzsQmdoRvfzPcge7,3642.0,Turkish Hip Hop & Trap,turkce drill,turkish hip hop,,,
Sadettin Kaynak,Sadettin Kaynak,5c2W4EAE1zz0t7SfQTVxZ2,3636.0,Turkish Sanat & Klasik,turkish classical,,,,
Aishe,Aishe,0O4H5buGzNVQ9wp334e1wg,3632.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish hip hop,,,
"Murat Aydemir, Derya Turkan","Murat Aydemir, Derya Turkan",5m4mYys97lQHLjpLQIiDrz,3626.0,Turkish Sanat & Klasik,turkish classical,sufi,,,
Özgün Semerci,Özgün Semerci,6DW05yZso4Pg1w5G2zUIML,3622.0,,clawhammer banjo,,solo,,İstanbul
EYWAN,EYWAN,25Unl29EB2HaUfFBIDB7gM,3608.0,Turkish Hip Hop & Trap,new school turkce rap,"drill, turkish hip hop, uk drill",,,
Ebru Keskin,Ebru Keskin,4uWefYpEJkOi45d95aMokX,3607.0,Turkish Pop,deep turkish pop,"turkish pop, turkish hip hop",,,
Uluru,Uluru,7dgfrI4mIzDF0hRkzy6Chh,3600.0,,instrumental stoner rock,"stoner rock, space rock, stoner metal, sludge metal, psychedelic rock",grup,grup,İstanbul
Engulfed,Engulfed,0iEZHgQjRMLyPoRtacdkwi,3588.0,Turkish Metal & Hardcore,turkish death metal,"death metal, grindcore",grup,grup,Kadıköy
As My Life Falls Apart,As My Life Falls Apart,2RRx4IewUPNCJ8HWeK0UjB,3586.0,Turkish Rock,turkish punk,punk,solo,,Babaeski
Dilek Pınar,Dilek Pınar,5FQsIG0YupRc1MOtjhvgdK,3575.0,Turkish Pop,deep turkish pop,turkish pop,,,
Ali Albay,Ali Albay,6KQkq7YGcfY2esxhdGph6Q,3573.0,Turkish Folk,oyun havasi,oyun havasi,,,
İlhan Tok,İlhan Tok,2btxffL790w2wc7QpM0hQY,3571.0,Turkish Sanat & Klasik,ilahiler,,solo,,Düzce
Asena Kızılarslan,Asena Kızılarslan,3g0irJLDeFs7wUUUaQQ2iX,3570.0,Turkish Hip Hop & Trap,turkce kadin rap,,,,
Kudsi Erguner Ensemble,Kudsi Erguner Ensemble,79mWSrzktiUAOD3RgB5h9L,3567.0,Turkish Sanat & Klasik,turkish classical,sufi,,,
Seda Üren,Seda Üren,3NSgMEsEo8y8vtz3WtE22G,3566.0,Turkish Pop,deep turkish pop,"turkish pop, arabesk",,,
AKA Gunduz Kutbay,AKA Gunduz Kutbay,6rLHoMkade6vkMyJnVsSVp,3553.0,,ney,sufi,solo,,İstanbul
Panik,Panik,1vO64UXTfTbfJwcoj4lvsR,3551.0,Turkish Rock,turkish alternative,anatolian rock,grup,grup,Istanbul
Adile Naşit,Adile Naşit,0qSUglQQnn0JZcQUXe4arF,3549.0,,cocuk masallari,,solo,,İstanbul
Kırmızı,Kırmızı,24Nm0VBl7PLxLsJzU8ud4A,3534.0,Turkish Metal & Hardcore,turkish metal,,grup,grup,İstanbul
Elif Güreşçi,Elif Güreşçi,4We1L6dotI156qvwpPqsxn,3533.0,Turkish Sanat & Klasik,turk sanat muzigi,,,,
Engin Evin,Engin Evin,6szp5zYe80ZrJmAXBoAjPC,3533.0,Turkish Pop,classic turkish pop,"turkish pop, anatolian rock",,,
CEAUS,CEAUS,16312wc5ERKYDDBVwRSAi4,3517.0,Turkish Electronic,turkish deep house,"organic house, melodic house",solo,,Kadıköy
Apoflex,Apoflex,2TuaA1YkSERrjbXPTsvxPW,3513.0,Turkish Hip Hop & Trap,new school turkce rap,arabesk,,,
Roham,Roham,1dNOo2RAcZtW3CTCMKT6Ma,3511.0,Turkish Hip Hop & Trap,new school turkce rap,turkish hip hop,,,
Ahmed Şahin,Ahmed Şahin,4I57MknXyBW8rIZQqQ1IQx,3501.0,,sufi chant,sufi,,,
Zafer İşleyen,Zafer İşleyen,2TsUDM2yeHKmt5J27BmNQ6,3493.0,Tematik & Ozel,ulkucu sarkilar,oyun havasi,,,
Mükerrem Kemertaş,Mükerrem Kemertaş,344O9vvZrQHqDygV6kRwOB,3491.0,Turkish Folk,turkish folk,oyun havasi,solo,,Erzurum
Elif Karlı,Elif Karlı,5pJEnhclKppNNo4ajON26S,3484.0,Turkish Pop,deep turkish pop,"turkish pop, oyun havasi, arabesk",,,
Kalk Yerine Yat,Kalk Yerine Yat,62sb4vIL1ROjDUAlPMI64Q,3476.0,Turkish Pop,huzunlu sarkilar,,,,
Eksi24,Eksi24,3EYaJZzcABL3Jy2Rklhtq9,3456.0,Turkish Hip Hop & Trap,turkce drill,"turkish hip hop, drill",,,
SUER,SUER,1rDU02wIRYl8HsfyOTEs4I,3455.0,Turkish Electronic,turkish edm,"turkish pop, turkish hip hop, slap house",,,
Banu Kırbağ,Banu Kırbağ,1ZRmvAKxkH1OXCLpL3t5Ho,3444.0,Turkish Pop,classic turkish pop,"turkish pop, arabesk, anatolian rock",solo,,İstanbul
Cengiz Onural,Cengiz Onural,751rXpZWd2sMCr5SA4K0RI,3422.0,Turkish Sanat & Klasik,turkish classical,sufi,,,
Podos Officialx,Podos Officialx,5cvR2vYV0YtvQjIWw5AyCF,3421.0,Turkish Hip Hop & Trap,new school turkce rap,,,,
İlhan Mimaroğlu,İlhan Mimaroğlu,7rM5G4gKtS2FN45XBljyu8,3421.0,Turkish Electronic,turkish experimental,"musique concrète, electroacoustic, avant-garde, experimental",solo,,İstanbul
Turan Engin,Turan Engin,5dj8Wca4l1QNJOmC5XYO4Z,3420.0,Turkish Folk,turkish folk,traditional music,solo,,İstanbul
Hasip Aksu,Hasip Aksu,0XdpZhadFQGOdhwUg4cOax,3416.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,Trabzon
Mozaik,Mozaik,3wlsG664CvPGQj1C6kN7et,3416.0,Turkish Jazz & Instrumental,turkish jazz,"art pop, progressive rock, anatolian rock, art rock",solo,,
Cihan Çelik,Cihan Çelik,20AuIqRt9RdAOBl0wSbrQ5,3414.0,Turkish Folk,baglama,,,,
Heavy Sky,Heavy Sky,6gmUKqaZdG6f8D8pehgUsf,3406.0,Turkish Metal & Hardcore,turkish metal,,grup,grup,Ankara
Berat Oz,Berat Oz,3d9HQNZBdTS1yMG7CetZf1,3400.0,Turkish Electronic,turkish deep house,,,,
Kardaslar,Kardaslar,5Nb1W1vGOBrPwwwVzjYsk6,3395.0,Turkish Rock,anadolu rock,anatolian rock,solo,,
Bora Uymaz,Bora Uymaz,1q3jXn9lSLXdiru1wSsms8,3391.0,Turkish Sanat & Klasik,turkish classical,"tango, sufi",,,
Can Uzunallı,Can Uzunallı,2MpVq9vLGuVBtM1L65t9Gs,3391.0,Turkish Metal & Hardcore,turkish metal,,solo,,İzmir
Molped,Molped,3g6q5CqLinWiDt26jS3kt1,3389.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish pop,,,
Zeytin,Zeytin,67dN7hQ6OskLPVDMaC8iQM,3383.0,Diger,turkish reggae,,grup,grup,İstanbul
Taner Öngür,Taner Öngür,0G4HK2aboD5qYquNGcJ2yO,3370.0,Turkish Rock,turkish alternative,anatolian rock,solo,erkek,İstanbul
Hakan Vreskala,Hakan Vreskala,1lU6YvDWVvUChLzjBsw0iz,3362.0,Diger,turkish reggae,organic house,,,
Knight Errant,Knight Errant,5sq4Pxpi6ApEvv53zysIJt,3361.0,Turkish Metal & Hardcore,turkish metal,,grup,grup,İstanbul
Holistic Tsunami,Holistic Tsunami,1xfQ2Xz50S0H5btFc1sXRs,3357.0,Turkish Rock,turkish punk,,solo,,İstanbul
LEWO,LEWO,3cFz9jRrqDuE0jwayfKypL,3355.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,,,
Sumru Ağıryürüyen,Sumru Ağıryürüyen,6EFwvy9g5Yn2PjyER2Eafs,3354.0,Turkish Jazz & Instrumental,turkish modern jazz,sufi,solo,,Ankara
Skastika,Skastika,10xfGa71sYhrEWmO7H6aft,3351.0,Diger,turkish reggae,punk,,,
İsmail Cumhur,İsmail Cumhur,7oVQYtetpU6UkRzjOPi6Xx,3347.0,Turkish Folk,karadeniz turkuleri,"karadeniz folk, oyun havasi",,,
Zeynep Karalar,Zeynep Karalar,5HXsk3IAI08RRK6IgnUS0j,3346.0,Tematik & Ozel,cocuk sarkilari,children’s music,,,
Şehrazat,Şehrazat,0a5LeayBVar0YadZ32KTZ5,3344.0,Turkish Pop,classic turkish pop,"anatolian rock, turkish pop",solo,kadın,Ankara
Ayşegül Durukan,Ayşegül Durukan,0UW8d2cpN1hBnWHUyDjorJ,3340.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,
Emir Yargın,Emir Yargın,44Bai7gXKlGyW9HFd8BjEU,3338.0,Turkish Electronic,turkish electronic,,,,
Gökhan Sezen,Gökhan Sezen,2d0CJl5wTS3KRl1uKXVGI5,3332.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,
Begüm Günceler,Begüm Günceler,6zLutmgjmoKvrsH5hyqNz1,3330.0,Tematik & Ozel,cocuk sarkilari,,,,
Arif Sentürk,Arif Sentürk,3hREdzy29mnerJpaj7sZZD,3330.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,
Nihat Ünal,Nihat Ünal,63fVuFhsnBN2FzxZF3Db69,3324.0,Turkish Rock,turkish singer-songwriter,,,,
Nil Karataş,Nil Karataş,0kSAEY0h6ztVQ5EtOf2nVJ,3312.0,Turkish Pop,deep turkish pop,turkish pop,,,
Selim Saraçoğlu,Selim Saraçoğlu,1AwwbV1bgGx6zLmx9TI0W6,3307.0,Turkish Rock,turkish singer-songwriter,,,,
Ati ve Aşk Üçgeni,Ati ve Aşk Üçgeni,1Sz7X3TTFoLHGbi8wZ62tQ,3303.0,Turkish Rock,turkish alternative rock,,grup,grup,İstanbul
Gulsin Onay,Gulsin Onay,0zcto8CVTnFQWIefja4EIz,3300.0,Turkish Sanat & Klasik,turkish classical performance,,solo,,İstanbul
Guru Woof Rahatlatıcı Müzik,Guru Woof Rahatlatıcı Müzik,5BfutHBRfA1piFdDvguNys,3293.0,Tematik & Ozel,cocuk sarkilari,,,,
Irfan Gürdal,Irfan Gürdal,4EbZpjYBfqb6DvOJyD3Do7,3293.0,Tematik & Ozel,ulkucu sarkilar,,,,
Tarik Tüfekçi,Tarik Tüfekçi,07A9V2Z05lclD0GSIl0GRp,3279.0,Turkish Pop,karadeniz pop,"karadeniz folk, oyun havasi",,,
Mert Can,Mert Can,049qisXXHEXKQSQqzbr14Q,3276.0,,covertronica,slap house,,,
Burial Invocation,Burial Invocation,3DbeYLUZ92Ie6XpNRabsG5,3265.0,Turkish Metal & Hardcore,turkish death metal,death metal,grup,grup,Ankara
Şort,Şort,53aZkPw3Pn5P7wVmuB9iS3,3265.0,Turkish Pop,turkce slow sarkilar,,,,
Cenk Durmazel,Cenk Durmazel,197PC8QqgDfLrbdLXv1uiY,3264.0,Turkish Rock,turkish alternative rock,anatolian rock,solo,,İstanbul
Mahmut Okutan,Mahmut Okutan,4srEuEPWSKGRxB7WReBnGh,3254.0,Turkish Folk,karadeniz turkuleri,karadeniz folk,,,
Hawk,Hawk,3LKpQKQIzEKY1WVFt5FZqy,3247.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,,,
Sülfür Ensemble,Sülfür Ensemble,2QfJyH7KZsHf9tZMu2bGAC,3238.0,Turkish Metal & Hardcore,turkish metal,"sludge metal, stoner metal, doom metal",,,
Hasan Esen,Hasan Esen,5z2KM7UqCwiE4PQHEyEsEw,3235.0,Turkish Sanat & Klasik,turkish classical,sufi,solo,,Sivas
BEATEN FAME,BEATEN FAME,3AhacikmsvsiIz8JE6cLhB,3233.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish hip hop,,,
Softa,Softa,4XDgrFkzSyLV1QRuKJCyN1,3232.0,Turkish Rock,turkish post-punk,punk,grup,grup,Ankara
Osman Altun,Osman Altun,7EigPF1vVx4DcZzGLpWsrc,3231.0,Turkish Electronic,turkish deep house,deep house,,,
Nota,Nota,3VjnjE8EFbLl7EFXv1TlHL,3229.0,Turkish Hip Hop & Trap,turkish trap,"turkish hip hop, drill, uk drill",,,
Özcan Akın,Özcan Akın,78nw5hHS4dudDkmjQjxVF1,3225.0,Turkish Folk,rumeli turkuleri,"oyun havasi, arabesk",,,
Veysel Dalsaldı,Veysel Dalsaldı,6g9NXxGsgQanzGjmTnm9GV,3223.0,,mevlevi sufi,sufi,,,
Sevinç Tevs,Sevinç Tevs,6tsSJfi5nLW8qt7m2sSEGF,3222.0,Turkish Jazz & Instrumental,turkish jazz,anatolian rock,solo,,Ankara
Muhammed Ali Arslan,Muhammed Ali Arslan,5cJD7Lm580C729Q9mTD757,3213.0,Turkish Sanat & Klasik,ilahiler,,,,
Esra İçöz,Esra İçöz,4xAJgujgDmBCYGEodogHxK,3211.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,
Onur Kocamaz,Onur Kocamaz,3qMAlfIQfi6nMeaYv9rKBn,3207.0,Turkish Folk,baglama,traditional music,,,
Minik Dualar Grubu,Minik Dualar Grubu,44iCr62U2Kd1LUOgdqRh6e,3203.0,Tematik & Ozel,cocuk sarkilari,,,,
Nihat Doğan,Nihat Doğan,4mNXvebeUqgyzNexIm3iDg,3199.0,Turkish Sanat & Klasik,arabesk,"oyun havasi, arabesk",solo,,İstanbul
Hayvanlar Alemi,Hayvanlar Alemi,3EtvZSyR0g9QXhHEtePXza,3193.0,,drone rock,"space rock, stoner rock, anatolian rock",grup,grup,Ankara
Hüseyin Bitmez,Hüseyin Bitmez,1jvoYm8OTYBQUGBY8xmWkm,3189.0,Turkish Jazz & Instrumental,turkish instrumental,sufi,solo,,Şanlıurfa
Engin Orta,Engin Orta,5WUeHGbFm9HCmRsknEQpNk,3183.0,Turkish Pop,karadeniz pop,"karadeniz folk, oyun havasi",,,
Nezih Uzel,Nezih Uzel,7yR3CI7I696oV6Op35hhhW,3153.0,,mevlevi sufi,sufi,solo,,Mudanya
Gür Akad,Gür Akad,1pPnv8tumdLAipFWWi8a5D,3142.0,Turkish Rock,turkish alternative,anatolian rock,solo,,İstanbul
Yinon Muallem,Yinon Muallem,2tkkRpvEOSTB3WbWCtXkbp,3133.0,Turkish Sanat & Klasik,turkish classical,,solo,,İstanbul
Tuncay Kemertaş,Tuncay Kemertaş,4T2s1koOYEcUSsiIRSaWbH,3121.0,Turkish Folk,turkish folk,oyun havasi,,,
Ismail Bülbül,Ismail Bülbül,6XMCUW8erubH9U34AUXbWb,3116.0,Turkish Sanat & Klasik,ilahiler,"sufi, ghazal",,,
Mustafa Oruç,Mustafa Oruç,52BPCbnYrPG6vAMRxkAXcf,3114.0,Turkish Sanat & Klasik,turk sanat muzigi,"arabesk, oyun havasi",,,
Ali Kocatepe,Ali Kocatepe,0pc9IOM5tKqyyc3QtpSc9h,3107.0,Turkish Pop,classic turkish pop,"turkish pop, anatolian rock",solo,,İzmir
Aysu Baceoğlu,Aysu Baceoğlu,772pal7dvNQwd7iqW4MCDM,3107.0,Turkish Pop,deep turkish pop,turkish pop,solo,,İstanbul
Altan Çetin,Altan Çetin,50ls0TQ4fablkSbvTBOxuP,3098.0,Turkish Pop,deep turkish pop,turkish pop,,,
Agah,Agah,1TPpXah78Uk2PtJVE1Az3H,3096.0,Turkish Sanat & Klasik,ilahiler,sufi,solo,,İstanbul
Kes,Kes,1hddLfPcdHZdlhIDISEQBS,3096.0,,instrumental stoner rock,"stoner rock, progressive rock",,,
Selim Işık,Selim Işık,2JQRG2gHmsKitm1Mi2oSKZ,3093.0,Turkish Metal & Hardcore,turkish metal,anatolian rock,,,
Nihil Piraye,Nihil Piraye,0Ku2blm22kcYKoYoQktaSK,3093.0,Turkish Rock,turkish alternative rock,turkish hip hop,grup,grup,İstanbul
Gültekin İpekel,Gültekin İpekel,2JdGrkNd2Wss9ivkP8Pkql,3085.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,
Ayşe Önder,Ayşe Önder,3nhx0IXivjaTWqTwQhNqKD,3080.0,Turkish Jazz & Instrumental,turkish soundtrack,"karadeniz folk, arabesk",,,
Asafated,Asafated,3ANbiZawTN4svRc8EWwGUV,3077.0,Turkish Metal & Hardcore,turkish metal,,grup,grup,İstanbul
Yıldız Kaplan,Yıldız Kaplan,67JtU0vekOCv544IBmUBH9,3076.0,Turkish Pop,deep turkish pop,turkish pop,solo,,Bafra
Istanbul Oriental Ensemble,Istanbul Oriental Ensemble,2HhArb2oyijn61SeLuUGX4,3072.0,Turkish Jazz & Instrumental,turkish instrumental,oyun havasi,grup,grup,İstanbul
Seniha,Seniha,5A7fyHEWCKPJhUXGpEWW5S,3070.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,
Vesim Ipek,Vesim Ipek,1AioEvzrjzbLMH8i5p4iMG,3066.0,Turkish Electronic,turkish edm,turkish pop,solo,,İstanbul
Emaskülatör,Emaskülatör,689cz5DGYDKCK0KuEUXNV0,3048.0,Turkish Metal & Hardcore,turkish hardcore,punk,grup,grup,Ankara
Düşün,Düşün,5sr7Y9wyXl23Q7lQ9IV44g,3039.0,Turkish Rock,turkish alt pop,,,,
Du-Sems Ensemble,Du-Sems Ensemble,492sPNHG2IvmTGDRjERJdz,3031.0,Turkish Sanat & Klasik,ilahiler,sufi,,,
Doafalan,Doafalan,0Qb4Tu4nEEf62M1caawruE,3030.0,Turkish Pop,huzunlu sarkilar,,,,
Tuna Türk,Tuna Türk,4h4m3EvyNB6yuem3iic8HT,3030.0,Turkish Pop,turkce slow sarkilar,,,,
Nathan Davis,Nathan Davis,3iF9mUqkeDgHbydOvDYqjO,3029.0,Turkish Rock,anadolu rock,"hard bop, anatolian rock, jazz, bebop",,,
Eski Kaset,Eski Kaset,5ycj9QJto3SwYTtedrSNyv,3023.0,Turkish Rock,turkish alternative rock,,,,
OZBEK,OZBEK,3oirDQR9QcyQvqjEZSMLFu,3023.0,Turkish Folk,turkish folk,"melodic techno, minimal techno, techno",,,
Yasin Music,Yasin Music,6XcoKIVDpLPPqVUjzAomMJ,3020.0,Turkish Pop,turkce remix,,,,
Ceyhun Çelik,Ceyhun Çelik,2NSJO7RvIqtrdldC87ARH8,3006.0,Turkish Jazz & Instrumental,turkish instrumental,"oyun havasi, tango",,,
Sebine Celalzade,Sebine Celalzade,1mmAw4vhMiy1yvYSw6pOnc,3006.0,Turkish Pop,turkce remix,turkish pop,,,
Iskender Dogan,Iskender Dogan,3OZVG3NmLzBLnpNEJr8no2,3001.0,Turkish Pop,classic turkish pop,"anatolian rock, turkish pop",,,
7ER0,7ER0,2YTNZDxylVaPsCjqXLOhM2,2995.0,Turkish Hip Hop & Trap,turkce trap metal,"trap metal, turkish hip hop",,,
